OID_,DataZone,DZName,LAName,SAPE2017,WAPE2017,Rankv2,Quintilev2,Decilev2,Vigintilv2,Percentv2,IncRate,IncNumDep,IncRankv2,EmpRate,EmpNumDep,EmpRank,HlthCIF,HlthAlcSR,HlthDrugSR,HlthSMR,HlthDprsPc,HlthLBWTPc,HlthEmergS,HlthRank,EduAttend,EduAttain,EduNoQuals,EduPartici,EduUniver,EduRank,GAccPetrol,GAccDTGP,GAccDTPost,GAccDTPsch,GAccDTSsch,GAccDTRet,GAccPTGP,GAccPTPost,GAccPTRet,GAccBrdbnd,GAccRank,CrimeCount,CrimeRate,CrimeRank,HouseNumOC,HouseNumNC,HouseOCrat,HouseNCrat,HouseRank
3306,S01009812,Cardonald North - 03,Glasgow City,728,449,1325,1,2,4,19,22%,158,1210,16%,72,1232,190,199,216,105,27%,0%,131,709,75%,5.12,149,3%,8%,1904,1.81,1.41,1.88,2.61,4.34,2.2,5.2,5.49,6.05,0%,6617,25,345,1862,92,4,12%,1%,2777.5
3307,S01009813,Cardonald North - 04,Glasgow City,915,534,345,1,1,1,5,40%,362,95,22%,116,481,185,220,291,86,24%,6%,132,837,72%,5.32,207,5%,8%,1142,3.23,1.61,1.94,2.6,4.68,3,8.26,9.11,10.01,12%,4276,52,571,761,214,22,28%,3%,327
3308,S01009814,Cardonald North - 05,Glasgow City,814,534,3056,3,5,9,44,13%,104,2724,9%,49,3000,125,150,195,111,22%,3%,112,2064,83%,5.7,116,1%,12%,3761,1.98,1.32,1.73,2.17,3.89,1.86,4.28,5.66,5.08,7%,6169,21,259,2626,143,23,17%,3%,1229
3309,S01009815,Cardonald West and Central - 01,Glasgow City,642,438,1551,2,3,5,23,19%,121,1591,17%,76,1008,155,221,336,111,23%,3%,120,1289,84%,5.48,127,2%,11%,3329,2.1,1.87,2.17,1.54,3.29,1.94,4.9,9.09,7.84,0%,6482,26,407,1469,149,12,21%,2%,849
3310,S01009816,Cardonald West and Central - 02,Glasgow City,721,488,3423,3,5,10,50,13%,93,2698,7%,33,3823,95,266,19,88,19%,3%,103,3060,83%,5.38,116,6%,3%,2303,1.87,2.38,1.94,1.13,3.35,1.74,7.17,8.76,6.52,0%,6334,8,111,4912,98,27,14%,4%,1535
3311,S01009817,Cardonald West and Central - 03,Glasgow City,683,429,1646,2,3,5,24,20%,135,1475,16%,68,1270,140,193,141,109,23%,11%,104,1797,80%,5.65,143,1%,6%,2704,3.54,3.47,3.74,4.13,2.69,4.69,7.64,7.73,9.73,0%,3051,17,250,2748,80,13,12%,2%,2612
3312,S01009818,Cardonald West and Central - 04,Glasgow City,910,503,5051,4,8,15,73,8%,69,4052,5%,27,4425,70,41,21,70,19%,6%,74,4511,78%,5.72,81,0%,15%,4310,2.01,1.97,2.19,2.35,1.83,3.15,5.85,6.03,7.17,2%,5914,7,77,5592,65,7,7%,1%,4616
3313,S01009819,Cardonald West and Central - 05,Glasgow City,704,388,2507,2,4,8,36,14%,101,2366,10%,39,2668,145,221,77,122,24%,7%,125,1430,84%,5.32,99,5%,9%,3096,1.2,1.6,1.27,1.63,3.16,0.99,4.17,4.95,2.82,2%,6568,23,328,1993,92,10,15%,2%,1784
3314,S01009820,Cardonald West and Central - 06,Glasgow City,958,650,2500,2,4,8,36,14%,133,2467,13%,82,1967,130,117,211,105,20%,0%,97,2361,82%,5.63,96,1%,12%,3825,1.42,2.17,1.45,2.75,3.09,2.08,6.79,5.5,7.05,0%,6521,44,461,1166,149,17,16%,2%,1612
3315,S01009821,Cardonald West and Central - 07,Glasgow City,635,412,3650,3,6,11,53,11%,67,3255,7%,30,3636,95,55,23,88,19%,10%,96,3433,80%,5.41,92,10%,10%,2800,1.26,1.48,1.34,2.57,3.56,1.67,4.6,4.11,4.71,35%,5786,19,301,2229,67,12,10%,2%,3075.5
3316,S01009822,Penilee - 01,Glasgow City,461,295,2350,2,4,7,34,17%,80,1828,11%,31,2513,125,139,58,130,20%,4%,104,2357,83%,5.7,115,1%,9%,3614,3.6,3.86,3.92,1.9,4.53,4.97,8.67,11.13,11.42,0%,2515,10,218,3147,49,15,10%,3%,2650
3317,S01009823,Penilee - 02,Glasgow City,717,432,827,1,2,3,12,24%,174,931,18%,79,877,175,145,141,184,27%,18%,123,800,75%,4.95,202,4%,8%,1102,3.37,3.79,4.1,2.42,4.77,5.22,11.12,13.37,13.9,0%,1799,28,392,1545,125,8,18%,1%,1266
3318,S01009824,Penilee - 03,Glasgow City,939,581,1578,2,3,5,23,21%,200,1264,13%,74,1942,155,169,76,131,19%,7%,125,1595,76%,5.21,183,2%,7%,1673,3.5,3.63,4.39,2.56,4.95,5.43,8.48,10.5,11.28,0%,1942,9,96,5190,156,5,17%,1%,1493
3319,S01009825,Penilee - 04,Glasgow City,1026,689,979,1,2,3,15,23%,236,1061,18%,121,954,195,152,413,139,25%,0%,121,713,76%,5.44,186,2%,2%,1289,2.78,2.9,3.88,2.44,4.4,4.82,6.54,8.94,9.32,0%,3527,35,343,1878,208,19,21%,2%,858
3320,S01009826,Penilee - 05,Glasgow City,602,358,1057,1,2,4,16,25%,153,818,17%,59,1157.5,190,90,28,82,22%,4%,131,1278,69%,5.2,196,6%,4%,711,2.13,2.05,2.57,1.06,2.56,3.57,7.95,9.38,10.12,0%,5602,14,234,2945,99,6,17%,1%,1490
3321,S01009827,Penilee - 06,Glasgow City,845,528,873,1,2,3,13,22%,190,1113,18%,94,935,185,226,150,116,26%,5%,138,739,73%,4.7,194,5%,5%,729,3.44,3.42,3.92,2.56,4.19,4.93,9.93,12.36,12.71,0%,2244,21,250,2756,174,16,20%,2%,900
3322,S01009828,Penilee - 07,Glasgow City,725,439,165,1,1,1,3,37%,267,144,31%,134,73,260,244,254,120,33%,8%,143,133,73%,4.61,204,7%,13%,849,2.25,1.9,2.49,1.95,2.83,3.47,7.22,8.7,9.34,0%,5620,17,236,2930,193,32,25%,4%,385
3323,S01009829,Hillington - 01,Glasgow City,906,619,953,1,2,3,14,22%,195,1228,21%,129,560,190,369,299,115,24%,5%,130,654,76%,5.1,131,5%,5%,1751,1.98,1.82,2.98,2.2,3.61,3.61,7.15,9.86,10.43,15%,4350,26,288,2355,127,24,13%,2%,1987
3324,S01009830,Hillington - 02,Glasgow City,764,499,1841,2,3,6,27,20%,155,1410,12%,58,2205,145,90,37,100,22%,0%,104,2249,75%,5,148,5%,2%,1092,2.45,1.61,2.55,2.77,4.59,2.88,7.16,7.93,8.64,18%,4558,15,197,3443,115,24,15%,3%,1488
3325,S01009831,Hillington - 03,Glasgow City,763,533,3425,3,5,10,50,12%,88,3025,5%,28,4500,100,87,92,82,20%,17%,121,2761,68%,5.2,133,7%,6%,1358,2.07,0.76,2.2,2.14,3.92,2.54,2.49,6.87,7.28,0%,6863,9,119,4780,118,8,15%,1%,1846
3326,S01009832,Hillington - 04,Glasgow City,967,601,3020,3,5,9,44,13%,130,2577,9%,53,3099,120,120,49,102,20%,4%,99,2666,79%,5.44,101,2%,8%,3016,1.74,0.77,1.93,1.96,3.08,2.66,2.68,5.77,6.4,0%,6695,36,374,1647,132,25,13%,2%,1978
3327,S01009833,Drumoyne and Shieldhall - 01,Glasgow City,525,336,1610,2,3,5,24,13%,69,2648,12%,40,2193,155,166,141,760,21%,7%,99,1339,74%,4.93,129,2%,7%,1823,3.12,3.36,4.4,3.78,4.43,4.77,9.94,11.5,12.32,7%,1717,216,4115,9,70,18,13%,3%,1737
3328,S01009834,Drumoyne and Shieldhall - 02,Glasgow City,794,564,986,1,2,3,15,24%,194,911,18%,100,932,195,173,187,70,24%,5%,142,840,73%,5.41,186,1%,5%,1651,2.06,2.76,3.09,3.25,2.33,4.45,10.13,8.61,13.64,1%,3559,31,392,1546,159,10,19%,1%,1175
3329,S01009835,Drumoyne and Shieldhall - 03,Glasgow City,592,396,605,1,1,2,9,26%,155,737,20%,78,672,200,145,251,216,27%,3%,174,358,72%,5.57,252,5%,2%,499,1.83,2.7,2.75,3.1,2.14,4.89,9.92,6.85,12.43,0%,4420,19,322,2042,100,13,19%,2%,985
3330,S01009836,Drumoyne and Shieldhall - 04,Glasgow City,931,616,2397,2,4,7,35,11%,107,3036,11%,66,2470,155,54,113,178,24%,0%,140,1295,82%,5.83,158,2%,9%,2967,2.82,3.27,4.12,3.69,2.94,5.25,10.57,11.14,14.45,0%,2308,20,216,3170,123,22,13%,2%,2098
3331,S01009837,Drumoyne and Shieldhall - 05,Glasgow City,671,416,677,1,1,2,10,26%,173,780,20%,82,669,225,299,161,171,35%,0%,171,142,81%,5.29,203,3%,6%,1641,2.21,2.82,3.05,3.39,2.07,5.1,11.25,9.31,14.3,0%,3449,13,195,3485,87,24,13%,4%,1672
3332,S01009838,Drumoyne and Shieldhall - 06,Glasgow City,919,610,922,1,2,3,14,25%,232,833,19%,118,720,195,304,180,123,23%,0%,141,666,73%,5.61,169,4%,15%,2248,1.89,1.82,2.87,2.11,3.7,4.35,5.86,8.81,10.97,0%,5316,38,415,1416,130,13,17%,2%,1373
3333,S01009839,Drumoyne and Shieldhall - 07,Glasgow City,937,703,379,1,1,2,6,30%,283,409,23%,161,395,205,507,355,192,25%,11%,133,349,78%,4.36,182,8%,5%,736,1.77,1.73,2.79,2.03,4.21,4.11,5.61,8.03,10.18,0%,5575,64,686,530,338,43,35%,4%,128
3334,S01009840,Drumoyne and Shieldhall - 08,Glasgow City,903,562,932,1,2,3,14,25%,225,870,19%,105,755,225,182,177,113,28%,0%,132,452,77%,5.73,196,5%,10%,1968,1.69,1.28,1.55,1.97,3.2,3.85,4.14,6.57,11.24,0%,6562,22,245,2819,187,12,19%,1%,1110
3335,S01009841,Govan and Linthouse - 01,Glasgow City,905,619,1040,1,2,3,15,23%,210,1038.5,19%,117,776,160,401,141,230,23%,3%,141,810,78%,5.31,143,4%,3%,1839,2.05,1.17,1.13,2.43,4.14,3.03,3.57,4.91,8.63,0%,6751,36,400,1508,171,33,23%,4%,509
3336,S01009842,Govan and Linthouse - 02,Glasgow City,777,556,281,1,1,1,5,31%,240,363,25%,137,277,245,412,393,183,24%,4%,147,194,68%,5.35,186,11%,3%,620,1.24,1.82,0.67,2.72,3.67,3.04,6.77,2.27,8.38,0%,6815,71,918,263,131,23,20%,3%,783
3337,S01009843,Govan and Linthouse - 03,Glasgow City,740,515,43,1,1,1,1,42%,310,51,30%,156,80,285,394,669,227,28%,11%,173,31,66%,4.85,216,9%,6%,378,2.38,2.11,1.43,2.95,4.8,2.7,6.66,5.86,8.69,2%,5267,115,1548,70,155,5,24%,1%,638
3338,S01009844,Govan and Linthouse - 04,Glasgow City,915,657,97,1,1,1,2,35%,324,184,27%,177,166,235,559,785,151,24%,7%,208,76,69%,4.58,218,8%,1%,145,2.7,0.81,1.29,3.04,5.66,2.85,2.25,3.94,7.14,0%,6770,110,1197,127,237,9,41%,2%,81
3339,S01009845,Govan and Linthouse - 05,Glasgow City,932,704,771,1,2,3,12,22%,207,1157,20%,141,635,145,265,453,197,17%,1%,135,1259,72%,4.17,187,0%,2%,518,2.47,1.2,1.71,2.91,5.44,2.64,3.57,5.69,6.19,0%,6533,76,819,350,321,38,43%,5%,42
3340,S01009846,Govan and Linthouse - 06,Glasgow City,1004,682,674,1,1,2,10,28%,282,560,20%,136,634,200,219,228,119,27%,3%,136,562,75%,5.5,188,4%,5%,1450,2.29,1.54,1.6,2.89,5.17,3,5.59,6.45,9.44,0%,5607,52,520,925,177,30,21%,3%,713
3341,S01009847,Govan and Linthouse - 07,Glasgow City,779,574,903,1,2,3,13,21%,163,1316,19%,110,741,180,412,377,131,24%,3%,134,674,71%,5.6,194,5%,5%,1152,1.51,1.71,2.43,2.71,4.42,3.4,5.63,7.49,8.23,1%,5391,46,593,703,158,13,27%,2%,381.5
3342,S01009848,Craigton - 01,Glasgow City,1019,649,684,1,1,2,10,27%,273,687,19%,119,855,215,230,395,107,27%,5%,155,357,70%,5.2,206,4%,6%,885,1.17,2.41,1.86,2.91,2.96,4.16,9.63,6.02,11.35,0%,5324,48,473,1122,198,17,23%,2%,654
3343,S01009849,Craigton - 02,Glasgow City,724,471,1169,1,2,4,17,26%,186,790,15%,72,1387.5,175,160,58,151,28%,10%,130,857,78%,5.31,161,0%,3%,2033,2.69,2.57,2.54,1.64,6.56,3.94,6.48,6.22,8.21,0%,4780,29,402,1489,126,21,17%,3%,1183
3344,S01009850,Craigton - 03,Glasgow City,885,591,1968,2,3,6,29,20%,173,1502,13%,78,1840,170,171,29,114,20%,4%,114,1568,80%,5.68,163,2%,11%,2758,3.4,1.66,1.6,1.84,6.03,3.98,5.5,5.21,7.93,0%,5751,12,136,4432,193,40,22%,5%,535
3345,S01009851,Craigton - 04,Glasgow City,882,583,758,1,2,3,11,27%,237,681,21%,121,556,180,256,331,127,29%,0%,136,625,71%,5.45,161,1%,7%,1835,3.14,2.22,2.4,1.73,6.2,3.94,7.18,7.25,9.31,0%,4658,37,421,1374,105,22,13%,3%,2047
3346,S01009852,Mosspark - 01,Glasgow City,545,354,1936,2,3,6,28,15%,83,2205,11%,39,2415,160,101,110,138,21%,11%,137,1309,75%,5.58,135,6%,15%,2626,3.96,2.77,2.68,2.3,5.66,4.88,7.72,7.72,13.85,12%,2613,45,830,336,75,4,13%,1%,2702
3347,S01009853,Mosspark - 02,Glasgow City,826,526,1910,2,3,6,28,15%,125,2223,12%,63,2145,155,402,168,103,20%,4%,112,1472,74%,5.67,147,1%,7%,2416,5.77,4.26,4.17,1.59,6.99,6.45,10.73,10.21,18.49,1%,1214,20,243,2829,181,8,21%,1%,972
3348,S01009854,Mosspark - 03,Glasgow City,806,543,1370,1,2,4,20,19%,157,1510,16%,89,1175,170,148,193,177,22%,22%,120,1068,86%,5.69,184,4%,8%,2604,4.13,2.43,3.81,4.58,4.64,4.81,7.59,10.22,14.12,0%,2271,25,312,2136,187,6,21%,1%,977
3349,S01009855,Mosspark - 04,Glasgow City,594,398,2428,2,4,7,35,11%,64,3207,11%,45,2334,150,102,53,81,23%,0%,99,2163,80%,4.38,86,2%,4%,1974,4.98,3.57,3.48,1.4,6.47,5.77,10.4,10.16,18.73,0%,1874,10,169,3873,67,4,12%,1%,2940
3350,S01009856,Mosspark - 05,Glasgow City,642,431,2692,2,4,8,39,15%,97,2226,11%,45,2543,130,80,51,96,19%,4%,93,2744,84%,5.65,141,2%,10%,3272,3.06,2.08,1.98,2.18,6.22,4.19,7.25,6.96,9.86,0%,4574,11,172,3827,132,12,21%,2%,848
3351,S01009857,Mosspark - 06,Glasgow City,898,574,2580,2,4,8,37,13%,118,2650,10%,58,2659,145,70,106,89,19%,3%,110,2248,81%,5.34,119,6%,7%,2517,4.59,2.82,2.72,1.78,5.97,5.15,7.81,7.67,13.86,0%,3070,18,201,3380,145,12,16%,1%,1615
3352,S01009858,Mosspark - 07,Glasgow City,770,532,2736,2,4,8,40,13%,102,2622,9%,49,2985,150,60,39,135,21%,3%,120,1939,81%,5.86,118,4%,9%,3299,4.63,2.95,2.86,1.96,5.25,4.7,8.03,8.18,13.32,0%,3064,16,209,3272,117,10,16%,1%,1673
3353,S01009859,Ibrox - 01,Glasgow City,1244,816,185,1,1,1,3,34%,429,213,27%,219,173,230,236,690,177,27%,12%,163,160,74%,4.89,233,7%,7%,596,3.3,2.76,3.23,1.36,6.65,2.87,7.64,8.85,8.01,1%,4168,116,929,253,274,52,26%,5%,307
3354,S01009860,Ibrox - 02,Glasgow City,1015,654,79,1,1,1,2,40%,403,88,30%,196,84,265,348,435,173,31%,6%,171,62,68%,4.89,221,7%,8%,507,3.48,2.37,2.48,1.78,6.42,2.74,6.37,7.13,7.25,0%,4831,89,881,279,233,47,25%,5%,339
3355,S01009861,Ibrox - 03,Glasgow City,1266,917,394,1,1,2,6,28%,350,599,21%,194,543,185,471,734,169,23%,12%,149,415,67%,5.03,203,13%,1%,183,2.66,2.32,2.92,2.02,6.03,2.76,6.99,7.27,7.05,1%,4645,90,714,490,293,56,29%,5%,236
3356,S01009862,Ibrox East and Cessnock - 01,Glasgow City,1126,829,401,1,1,2,6,28%,317,555,22%,184,443,200,398,558,215,30%,2%,163,204,78%,4.96,204,8%,6%,947,2.52,1.43,1.98,2.1,6.47,1.83,4.62,6.45,6.19,11%,5719,122,1080,170,343,54,34%,5%,121
3357,S01009863,Ibrox East and Cessnock - 02,Glasgow City,821,611,1205,1,2,4,18,20%,164,1446,18%,108,973,170,173,143,175,21%,7%,124,1151,71%,5.31,180,4%,11%,1548,2.18,0.75,1.28,2.17,6.27,1.13,2.25,5.28,5.05,0%,6962,55,673,555,266,49,34%,6%,112
3358,S01009864,Ibrox East and Cessnock - 03,Glasgow City,669,527,1536,2,3,5,23,22%,146,1196,12%,66,2032,160,107,137,120,18%,8%,117,1704,64%,4.75,139,0%,7%,1281,1.22,0.86,1.75,1.45,5.52,1.6,3.36,5.56,5.33,1%,6632,37,556,808,115,21,19%,4%,822
3359,S01009865,Ibrox East and Cessnock - 04,Glasgow City,626,481,3065,3,5,9,44,10%,64,3350,11%,51,2503,110,301,92,117,16%,8%,106,2604,79%,5.44,137,0%,13%,3210,1.94,1.32,1.9,1.64,5.91,1.75,4.78,5.58,5.35,0%,6479,16,257,2660,105,26,23%,6%,390
3360,S01009866,Kinning Park and Festival Park - 01,Glasgow City,894,641,2133,2,4,7,31,18%,160,1748,11%,69,2447,145,97,29,114,20%,6%,114,2099,81%,5.67,125,9%,6%,2471,4,1.99,2.66,1.66,7.74,2.29,5.71,7.97,6.38,0%,5406,41,461,1173,223,20,25%,2%,474
3361,S01009867,Kinning Park and Festival Park - 02,Glasgow City,1239,1003,2291,2,4,7,33,14%,172,2469,10%,98,2779,135,277,302,166,20%,6%,136,1324,72%,5.21,76,9%,10%,2392,5.09,1.43,3.68,3.17,7.08,1.99,3.7,8.9,5.13,4%,4666,52,422,1372,167,29,17%,3%,1233
3362,S01009868,Kinning Park and Festival Park - 03,Glasgow City,832,629,4102,3,6,12,59,10%,85,3352,5%,29,4800,90,66,55,197,15%,4%,81,3556,80%,5.92,94,0%,5%,3724,3.71,1.67,2.37,2.08,7.33,2.12,5.53,7.87,6.96,0%,5736,21,254,2701,148,61,23%,9%,276
3363,S01009869,Kinning Park and Festival Park - 04,Glasgow City,579,466,3049,3,5,9,44,12%,70,2882,9%,41,3104,100,43,49,80,16%,0%,83,3788,72%,5.67,102,3%,13%,2946,3.13,1.95,1.75,1.57,7.39,1.57,4.93,4.94,4.72,15%,5699,26,451,1231,151,46,28%,9%,174
3364,S01009870,Kinning Park and Festival Park - 05,Glasgow City,701,524,2417,2,4,7,35,14%,99,2414,8%,43,3312,115,94,196,110,17%,8%,115,2579,66%,5.6,156,4%,5%,1375,2.82,1.3,1.8,1.97,6.98,1.63,2.86,5.47,4.81,0%,6740,31,444,1259,201,52,34%,9%,89
3365,S01009871,Kingston West and Dumbreck - 01,Glasgow City,947,643,1013,1,2,3,15,24%,227,963,19%,120,808,170,468,382,109,23%,7%,122,868,73%,5.53,130,10%,14%,2278,5.05,2.58,2.73,1.54,2.67,3.59,7.26,9.32,7.89,0%,4758,41,435,1302,237,78,24%,8%,287
3366,S01009872,Kingston West and Dumbreck - 02,Glasgow City,687,503,2515,2,4,8,37,16%,109,2086,9%,45,3053,115,139,75,108,16%,9%,95,2924,76%,5.15,119,1%,13%,2714,2.28,1.16,0.89,2.09,6.53,0.93,4.6,3.06,3.4,0%,6959,39,570,764,218,54,30%,7%,166
3367,S01009873,Kingston West and Dumbreck - 03,Glasgow City,1008,703,2645,2,4,8,38,15%,148,2304,9%,65,2958,115,230,136,139,17%,10%,113,2279,84%,5.73,99,0%,19%,4628,2.31,2.35,3.1,3.24,4.81,2.98,8.68,10.45,10.05,4%,3574,52,518,939,180,25,20%,3%,873
3368,S01009874,Kingston West and Dumbreck - 04,Glasgow City,1029,673,1134,1,2,4,17,23%,237,1055,19%,124,844,130,186,162,94,20%,10%,106,2160,75%,5.26,100,4%,12%,2648,3.14,3.5,4.31,3.79,3.89,4.34,13.05,14.22,13.66,17%,1459,60,586,724,116,33,11%,3%,2363
3369,S01009875,Pollokshields West - 01,Glasgow City,842,561,1195,1,2,4,18,24%,205,922,16%,91,1205,185,200,147,126,15%,3%,142,1186,79%,5.46,204,5%,15%,2005,5.18,1.11,1.32,1.15,3.78,2.14,3.45,4.44,6.42,13%,6135,41,489,1060,281,0,40%,0%,114
3370,S01009876,Pollokshields West - 02,Glasgow City,393,273,738,1,2,3,11,32%,126,301,19%,52,780,155,151,379,101,16%,11%,92,2044,74%,5.05,160,4%,8%,1650,5.61,1.97,1.75,1.88,3.7,2.83,7.21,6.41,8.3,0%,5638,21,537,882,224,80,31%,11%,94
3371,S01009877,Pollokshields West - 03,Glasgow City,977,624,5574,4,8,16,80,6%,58,4636,5%,33,4467,60,35,14,54,14%,7%,63,5553,84%,6.18,53,0%,32%,6106,4.91,1.64,1.76,1.71,2.67,2.62,5.08,7.1,6.23,10%,5707,14,144,4283,92,12,11%,1%,3094
3372,S01009878,Pollokshields West - 04,Glasgow City,763,526,1915,2,3,6,28,23%,178,1022,10%,52,2722,140,79,78,61,16%,10%,112,2596,74%,5.51,194,4%,14%,1893,4.99,0.95,0.72,1.17,3.32,1.66,2.62,1.83,4.18,0%,6971,27,356,1785,240,31,34%,4%,145
3373,S01009879,Pollokshields West - 05,Glasgow City,893,588,6349,5,10,19,92,3%,29,5844,2%,9,6730,40,32,0,85,13%,10%,51,6414,0%,5.67,51,0%,22%,6316,4.47,3.22,3.93,2.57,2.45,4.61,8.72,13.45,12.15,27%,2307,17,191,3535,49,8,5%,1%,5213
3374,S01009880,Pollokshields West - 06,Glasgow City,792,503,3694,3,6,11,53,12%,97,2841,6%,28,4357,100,21,17,88,14%,4%,109,3783,70%,5.84,104,1%,20%,3548,3.81,3.1,3.55,1.66,2.56,4.35,8.74,11.38,9.49,0%,3948,18,228,2990,168,25,21%,3%,678
3375,S01009881,Pollokshields East - 01,Glasgow City,550,401,2434,2,4,7,35,14%,78,2399.5,8%,31,3490,105,49,62,98,13%,8%,124,3210,62%,5.35,211,1%,13%,1033,4.77,1.03,1.16,1.33,3.76,1.44,2.48,3.23,3,0%,6957,23,420,1382,240,19,45%,4%,38
3376,S01009882,Pollokshields East - 02,Glasgow City,1279,1050,3521,3,6,11,51,10%,124,3474,6%,58,4343,85,86,7,68,12%,13%,59,4985,78%,4.57,75,10%,6%,1898,2.49,1.86,2.9,2.35,3.74,2.83,4.3,7.44,5.67,12%,5223,53,416,1409,445,35,41%,3%,69
3377,S01009883,Pollokshields East - 03,Glasgow City,809,553,3407,3,5,10,49,11%,88,3183,6%,33,4141,110,78,14,55,13%,12%,95,3737,71%,5.65,166,4%,16%,2294,4.14,1.49,1.88,1.91,3.82,1.22,3.19,5.67,2.48,1%,6486,28,348,1839,375,49,46%,6%,25
3378,S01009884,Pollokshields East - 04,Glasgow City,773,558,2051,2,3,6,30,21%,165,1259,10%,53,2858,115,79,14,86,14%,9%,116,3175,65%,5.58,147,2%,11%,1922,3.48,1.43,2.57,2.21,3.4,2.09,4.54,8.22,5.91,10%,5685,33,429,1332,339,18,42%,2%,73
3379,S01009885,Pollokshields East - 05,Glasgow City,866,587,3400,3,5,10,49,13%,112,2692,6%,35,4121,105,20,59,164,15%,7%,113,3182,78%,5.58,140,1%,12%,2969,3.87,0.92,2.04,2,2.85,2.12,2.72,7.13,5.64,0%,6574,23,267,2537,310,12,36%,1%,175
3380,S01009886,Pollokshields East - 06,Glasgow City,779,511,1934,2,3,6,28,24%,189,932,11%,54,2506,150,73,34,107,15%,4%,130,2274,77%,6.03,140,1%,15%,3595,4.46,0.98,1.45,1.26,2.89,1.67,2.79,5.07,4.05,11%,6291,24,310,2151,349,42,43%,5%,44
3381,S01009887,Govanhill West - 01,Glasgow City,928,623,511,1,1,2,8,30%,280,411,18%,115,859,200,264,189,115,17%,7%,126,959,60%,4.93,172,7%,3%,330,2.32,0.84,1.16,1.07,3.15,2.62,2.75,3.89,6.35,1%,6625,94,1018,197,462,52,47%,5%,20
3382,S01009888,Govanhill West - 02,Glasgow City,769,470,1201,1,2,4,18,24%,181,1008,10%,47,2708,100,144,138,69,11%,13%,112,3462,52%,4.06,196,8%,9%,71,2.66,1.22,1.54,0.98,3.15,2.48,3.87,5,5.82,0%,6894,44,575,748,334,91,46%,13%,8
3383,S01009889,Govanhill West - 03,Glasgow City,920,635,877,1,2,3,13,30%,273,442,16%,101,1276,160,229,257,67,17%,12%,115,1713,60%,5.28,146,5%,13%,1215,2.4,1.08,1.27,1.48,2.45,2.54,3.18,3.61,6.54,0%,6937,73,797,377,271,41,34%,5%,134
3384,S01009890,Govanhill West - 04,Glasgow City,616,394,1138,1,2,4,17,22%,134,1205,18%,70,947,140,235,77,123,22%,2%,123,1649,71%,5.27,186,5%,7%,1218,2.19,0.66,0.71,1.33,2.71,2.88,2.26,1.94,6.38,0%,6973,36,587,717,238,21,44%,4%,41
3385,S01009891,Govanhill West - 05,Glasgow City,810,557,2035,2,3,6,30,18%,144,1765.5,12%,67,2112,140,142,69,107,17%,13%,108,2244,80%,5.38,136,9%,12%,2456,1.66,1.68,2.25,1.42,2.78,2.18,4.55,6.03,5.54,0%,6795,45,558,800,225,50,31%,7%,167
3386,S01009892,Govanhill West - 06,Glasgow City,789,598,441,1,1,2,7,31%,246,336,23%,137,402,210,226,363,144,26%,8%,136,429,71%,5.69,189,9%,6%,1296,1.6,1.22,1.54,1.63,3.02,2.69,4.87,5.46,7.73,0%,6769,43,548,840,296,37,38%,5%,86
3387,S01009893,Govanhill West - 07,Glasgow City,864,597,1736,2,3,5,25,16%,134,2148,12%,72,2118,120,110,214,129,15%,7%,123,2391,59%,4.79,121,4%,7%,797,2.12,1.49,1.81,1.31,3.31,2.14,3.75,5.02,4.83,0%,6869,67,779,397,345,62,41%,7%,40
3388,S01009894,Govanhill East and Aikenhead - 01,Glasgow City,864,583,467,1,1,2,7,31%,269,344,23%,133,392,210,207,94,113,25%,5%,111,770,66%,5,187,7%,6%,657,1.86,1.72,1.52,1.76,1.85,2.5,5.06,4.41,7.39,0%,6806,36,419,1396,202,34,25%,4%,410
3389,S01009895,Govanhill East and Aikenhead - 02,Glasgow City,761,524,247,1,1,1,4,31%,239,327,25%,128,281,220,247,198,133,28%,16%,141,347,63%,4.13,173,8%,4%,181,2.63,2.02,2.03,1.67,2.93,3.6,6.51,6.22,8.8,0%,6025,43,568,768,235,40,33%,6%,149
3390,S01009896,Govanhill East and Aikenhead - 03,Glasgow City,1167,716,587,1,1,2,9,28%,322,603,22%,155,495,200,271,441,131,22%,9%,141,556,70%,5.5,205,7%,4%,834,2.23,2.01,2.1,1.82,3.02,3.69,6.71,6.2,7.26,0%,6070,38,327,2001,343,34,36%,4%,125
3391,S01009897,Govanhill East and Aikenhead - 04,Glasgow City,962,653,2069,2,3,6,30,18%,171,1767,12%,75,2276,160,203,78,86,21%,12%,97,1826,79%,5.41,130,5%,7%,2370,1.48,2.11,1.88,2.11,1.65,2.46,6.29,5.56,6.91,0%,6376,42,439,1284,240,45,26%,5%,349
3392,S01009898,Govanhill East and Aikenhead - 05,Glasgow City,682,426,685,1,1,2,10,28%,189,594,18%,76,930,220,291,722,187,22%,8%,144,310,69%,5.29,190,5%,10%,1186,2.06,2.16,2.22,1.66,2.76,3.45,5.64,5.25,6.99,1%,5923,29,427,1343,232,9,38%,1%,120
3393,S01009899,Battlefield - 01,Glasgow City,821,642,2926,3,5,9,42,12%,97,2946,11%,70,2426,120,209,83,111,18%,3%,85,2753,82%,5.67,66,10%,9%,3607,4.19,2.15,2.06,1.79,3.39,3.99,6.08,6.5,10.45,0%,5308,19,233,2956,187,52,24%,7%,325
